"","number_of_peptides_A_3","number_of_peptides_B_3","number_of_peptides_A_1","number_of_peptides_B_2","number_of_peptides_A_2","number_of_peptides_B_1"
"2794",5,4,3,3,4,2
"2795",4,3,3,3,3,5
"2796",3,5,4,3,1,2
"2797",3,3,3,4,2,2
"2798",2,2,5,4,3,3
"2800",3,4,3,5,3,1
"2801",6,4,4,3,4,3
"2802",4,2,4,5,2,3
"2803",4,5,3,4,4,5
"2804",5,3,5,3,3,4
"2805",3,5,2,1,3,3
"2806",2,1,2,3,2,3
"2807",2,2,4,1,1,3
"2808",3,3,3,2,1,3
"2809",4,5,3,4,5,4
"2810",4,5,3,5,4,3
"2811",5,3,1,3,2,2
"2813",3,5,2,2,2,4
"2814",1,3,2,4,3,6
"2816",5,2,4,1,4,4
"2819",4,3,2,4,2,2
"2820",2,3,3,2,3,5
"2821",1,5,3,3,3,2
"2822",3,4,3,3,2,5
"2823",1,1,3,1,3,3
"2824",3,5,5,2,3,1
"2825",2,2,4,4,2,2
"2828",2,4,3,4,3,4
"2829",4,4,5,4,3,3
"2830",1,4,3,3,1,4
"2831",2,4,2,4,5,4
"2832",2,4,3,2,3,1
"2833",4,4,4,5,4,5
"2834",4,4,4,4,3,4
"2835",5,4,5,3,4,4
"2837",4,2,3,1,4,1
"2838",5,3,5,2,4,2
"2839",1,3,2,2,1,3
"2840",3,3,4,5,4,3
"2841",6,4,3,4,4,4
"2842",2,2,5,2,2,3
"2843",1,4,1,4,1,2
"2844",2,4,4,2,2,4
"2845",1,1,3,2,3,3
"2847",3,2,3,3,4,3
"2848",1,4,3,4,2,3
"2849",3,5,2,5,2,5
"2850",1,3,3,3,3,1
"2853",4,4,3,2,2,3
"2854",4,4,3,4,2,4
"2855",2,2,4,3,2,3
"2857",4,4,2,4,2,3
"2858",2,4,2,4,1,5
"2860",2,3,3,3,3,3
"2861",4,2,3,3,4,1
"2862",4,1,4,3,2,3
"2863",1,1,3,2,4,2
"2864",4,5,4,4,4,5
"2865",2,5,3,2,3,2
"2866",4,4,2,3,3,3
"2867",4,4,3,4,4,3
"2868",5,3,2,2,3,3
"2869",4,3,3,3,3,3
"2870",4,5,4,4,3,2
"2871",2,2,4,2,2,4
"2872",2,2,2,4,2,5
"2873",1,3,3,3,2,3
"2874",4,1,4,2,3,2
"2875",4,2,2,2,2,2
"2876",6,3,5,3,4,3
"2878",2,6,1,3,3,3
"2879",5,3,5,3,6,4
"2881",1,3,1,4,2,5
"2884",4,4,5,4,5,3
"2887",3,3,3,4,4,2
"2888",4,4,5,4,4,3
"2889",1,5,1,1,2,3
"2891",3,3,2,4,4,3
"2892",4,3,4,2,1,4
"2893",4,1,3,1,4,2
"2894",3,5,3,3,3,3
"2895",4,3,4,4,4,3
"2897",4,4,3,4,4,3
"2898",3,4,2,4,2,1
"2899",3,1,3,3,4,1
"2901",5,3,3,1,3,1
"2902",2,3,1,2,3,2
"2903",2,1,2,2,1,2
"2904",4,3,4,1,4,2
"2905",3,5,2,3,4,2
"2907",4,1,5,2,4,3
"2908",1,6,3,3,4,3
"2909",4,2,2,1,3,1
"2910",2,2,1,2,4,3
"2911",3,4,4,3,2,3
"2912",4,1,2,2,4,2
"2916",4,4,4,2,4,3
"2917",1,4,1,4,1,3
"2918",4,4,3,5,2,5
"2919",5,5,4,4,3,1
"2920",3,3,2,3,1,3
"2921",1,2,2,2,1,4
"2922",4,4,4,3,4,4
"2924",2,3,2,3,3,3
"2926",4,2,4,4,2,3
"2927",2,1,1,1,1,2
"2928",4,3,2,3,2,4
"2929",4,4,1,3,1,3
"2930",3,3,3,3,3,4
"2931",4,3,2,4,3,3
"2932",5,4,5,4,5,4
"2933",4,3,5,2,2,4
"2934",2,3,3,3,3,2
"2935",4,4,4,3,3,3
"2936",2,3,1,4,3,3
"2937",2,4,3,3,3,5
"2938",5,3,4,2,4,3
"2939",6,4,5,5,3,4
"2940",3,3,2,4,3,3
"2941",2,3,2,1,1,3
"2942",4,4,3,3,4,4
"2943",4,2,3,4,3,3
"2944",3,3,1,3,3,5
"2945",4,3,3,4,4,4
"2946",3,3,4,3,3,4
"2947",3,3,3,3,3,4
"2948",5,3,3,2,3,2
"2949",1,1,3,2,3,3
"2950",3,4,4,2,4,4
"2951",3,3,3,3,3,3
"2952",4,1,5,3,4,3
"2953",3,5,1,3,1,2
"2954",3,4,4,3,2,4
"2955",2,3,3,3,2,2
"2958",5,2,5,3,4,4
"2959",3,4,4,3,3,3
"2960",2,4,3,3,3,3
"2961",2,1,2,2,4,3
"2962",5,4,4,4,5,5
"2965",4,4,3,4,2,3
"2966",4,3,3,4,3,4
"2967",4,5,4,4,5,4
"2968",3,3,3,4,4,4
"2969",4,4,3,5,3,4
"2971",2,3,3,4,2,4
"2972",2,4,2,3,4,3
"2973",5,5,4,5,4,4
"2974",4,3,4,4,3,3
"2975",3,2,4,3,3,1
"2976",2,1,4,2,4,1
"2977",1,1,5,4,3,5
"2978",1,3,2,2,2,5
"2979",5,4,3,3,3,4
"2981",2,3,2,3,2,4
"2982",2,3,3,2,2,3
"2984",3,2,2,3,1,3
"2985",5,4,5,4,4,4
"2986",3,1,4,2,5,3
"2988",1,4,1,4,2,3
"2989",4,4,3,3,4,4
"2990",3,3,3,3,3,3
"2991",4,5,2,3,3,3
"2993",6,1,2,2,3,1
"2994",3,3,2,3,4,2
"2995",4,2,3,3,5,3
"2997",3,4,4,4,3,4
"3001",3,4,2,2,4,2
"3003",2,3,4,3,3,2
"3006",3,3,5,3,4,3
"3007",4,3,3,2,2,4
"3008",3,3,4,4,4,4
"3010",2,2,2,3,3,2
"3011",3,2,5,2,4,3
"3012",3,4,4,4,3,3
"3013",3,4,2,3,2,2
"3015",4,3,2,2,2,2
"3016",3,3,3,1,3,2
"3017",2,4,1,2,1,1
"3018",3,3,3,3,3,3
"3019",3,5,3,2,4,3
"3021",5,1,3,1,4,1
"3022",5,4,5,4,5,4
"3023",2,4,3,5,3,2
"3024",2,2,3,3,2,3
"3025",2,4,2,2,2,1
"3026",3,3,1,2,2,4
"3027",3,4,2,3,2,4
"3028",2,4,3,2,4,3
"3029",2,2,3,3,3,2
"3031",2,1,3,2,1,2
"3032",5,2,4,2,4,4
"3033",3,5,3,5,3,3
"3034",2,1,3,4,4,2
"3035",4,1,2,1,1,2
"3036",4,3,4,2,5,2
"3037",3,2,1,1,2,3
"3038",1,2,3,2,4,1
"3040",4,4,4,3,4,2
"3043",1,3,1,1,2,1
"3044",4,3,3,4,3,3
"3046",3,4,3,2,1,4
"3049",4,3,3,2,2,3
"3050",3,4,2,1,1,1
"3052",3,1,3,2,2,3
"3053",4,4,2,4,2,4
"3054",1,4,5,3,4,3
"3055",5,5,4,4,4,4
"3056",2,4,2,2,2,2
"3058",4,2,3,3,4,3
"3060",2,3,3,4,4,4
"3061",2,3,3,4,3,2
"3062",4,5,3,4,4,2
"3063",2,2,5,3,4,3
"3064",2,3,2,3,4,3
"3065",4,3,2,2,2,4
"3066",4,2,3,3,4,3
"3067",3,4,4,3,3,4
"3070",1,3,3,4,5,3
"3071",1,3,1,2,3,2
"3072",3,3,2,3,3,3
"3074",4,2,4,2,5,4
"3075",3,2,3,4,3,5
"3076",3,2,4,2,4,3
"3077",3,2,5,1,1,1
"3079",5,3,3,1,1,2
"3080",2,1,2,2,2,3
"3081",4,4,3,2,3,4
"3082",2,2,4,2,3,3
"3084",1,4,2,1,1,2
"3086",3,2,3,2,3,3
"3089",3,2,2,3,3,3
"3090",2,2,2,1,3,2
"3092",2,2,4,1,1,2
"3094",2,3,1,2,4,2
"3095",3,3,2,4,4,3
"3096",4,3,3,3,3,2
"3097",2,3,3,2,2,3
"3101",1,4,1,3,1,3
"3102",3,3,3,2,2,4
"3103",4,4,2,3,2,2
"3104",2,3,3,1,2,3
"3105",1,2,1,2,4,2
"3107",2,5,3,3,2,3
"3108",4,4,1,1,3,1
"3109",3,2,6,2,2,3
"3111",5,4,2,2,3,2
"3112",3,4,2,2,4,3
"3114",4,3,2,4,3,3
"3116",5,1,3,1,3,2
"3119",1,3,2,3,2,4
"3120",2,2,1,2,2,1
"3121",2,2,3,2,2,3
"3122",3,2,3,2,5,3
"3123",3,4,1,4,1,3
"3124",1,4,2,2,2,4
"3126",3,4,2,4,2,4
"3127",3,1,3,3,1,1
"3128",4,4,4,5,4,5
"3129",2,3,2,2,1,1
"3133",4,5,3,2,5,2
"3135",3,4,3,3,3,2
"3137",3,3,2,4,3,1
"3138",2,3,2,2,4,1
"3139",3,3,4,4,2,3
"3140",4,1,3,2,1,3
"3142",4,3,3,3,1,2
"3143",2,4,1,3,2,4
"3145",3,2,3,1,3,2
"3148",1,3,3,2,2,4
"3149",3,1,3,1,3,2
"3150",3,4,4,4,2,4
"3151",2,2,3,2,2,3
"3152",1,2,1,4,1,2
"3153",3,3,2,2,3,2
"3154",2,2,2,2,1,3
"3155",1,2,3,1,1,3
"3156",2,2,2,3,1,4
"3157",1,2,3,2,1,3
"3158",4,4,5,4,4,3
"3160",3,1,3,1,5,1
"3161",4,3,2,5,2,2
"3162",2,3,2,2,1,3
"3163",2,2,3,1,3,2
"3164",2,3,2,3,4,3
"3165",3,2,2,3,4,1
"3166",3,2,3,4,3,3
"3168",3,1,4,3,1,4
"3169",4,2,3,1,2,2
"3170",2,1,3,2,3,1
"3172",4,3,4,3,4,4
"3174",3,4,2,3,1,1
"3175",3,3,3,3,3,2
"3179",3,3,2,3,2,3
"3181",3,3,3,3,4,4
"3183",4,1,3,1,4,2
"3184",1,4,2,2,1,3
"3185",4,2,5,2,4,1
"3186",3,2,2,2,2,2
"3187",5,5,4,3,4,4
"3188",1,3,2,2,3,2
"3189",1,3,2,2,2,1
"3190",5,2,3,3,5,3
"3191",1,2,4,1,4,3
"3193",1,3,1,2,1,3
"3194",2,1,2,1,3,1
"3195",2,3,3,2,1,4
"3196",4,2,3,2,5,2
"3202",3,2,3,3,4,2
"3204",2,2,3,1,2,3
"3205",2,3,3,3,2,2
"3207",1,2,3,2,2,3
"3208",3,3,2,1,2,2
"3210",3,3,1,2,2,2
"3212",1,2,3,3,1,2
"3214",4,3,3,2,3,3
"3215",2,4,2,2,3,1
"3216",2,1,3,1,1,3
"3217",3,2,1,1,2,2
"3218",2,3,3,3,2,3
"3219",2,2,2,2,3,2
"3220",3,2,2,3,1,2
"3221",3,2,4,2,4,1
"3223",1,3,4,2,2,2
"3224",2,4,3,3,2,3
"3226",3,4,1,1,1,2
"3228",5,2,3,3,2,3
"3229",1,4,2,4,3,4
"3230",2,3,2,3,3,3
"3231",3,3,4,3,2,5
"3232",1,2,4,2,4,2
"3233",3,3,4,3,2,3
"3234",1,2,2,3,2,3
"3235",2,1,1,5,2,3
"3236",3,2,2,2,1,1
"3237",3,3,2,1,1,2
"3239",3,3,2,2,2,3
"3240",2,1,1,2,1,3
"3241",1,3,1,2,2,2
"3242",4,2,3,3,2,3
"3243",3,2,2,2,4,1
"3244",1,4,1,2,3,4
"3245",2,2,3,3,1,1
"3246",2,2,1,3,3,3
"3247",1,2,4,4,4,4
"3249",2,3,3,3,3,2
"3252",1,3,4,3,2,3
"3253",4,2,1,3,2,2
"3256",3,3,2,2,4,1
"3261",3,3,1,1,3,2
"3264",2,5,3,3,1,1
"3265",4,4,5,4,4,4
"3266",4,2,3,2,3,2
"3267",2,2,3,3,1,3
"3269",4,3,3,2,3,2
"3270",2,2,3,2,2,1
"3272",3,2,4,2,2,2
"3273",2,2,3,1,1,2
"3274",4,2,3,1,4,4
"3275",2,2,2,2,1,3
"3276",2,2,1,2,3,2
"3277",4,3,5,4,3,3
"3278",3,2,1,3,1,2
"3279",3,4,1,3,1,1
"3280",3,4,2,2,2,2
"3281",3,3,4,2,3,3
"3282",3,4,3,1,3,3
"3283",2,3,4,2,4,4
"3284",3,1,3,2,4,3
"3287",2,3,3,2,3,3
"3290",3,3,2,2,1,2
"3292",4,2,3,3,3,3
"3295",3,2,1,2,2,3
"3296",3,2,2,2,2,1
"3297",4,3,2,2,2,3
"3299",1,2,2,2,4,2
"3300",1,2,2,2,1,3
"3301",2,2,4,3,3,3
"3302",2,5,2,3,1,2
"3303",3,2,3,4,3,4
"3305",3,3,3,3,3,3
"3307",2,1,2,2,4,1
"3308",2,2,1,1,1,2
"3309",3,1,3,2,3,2
"3310",2,3,4,3,3,3
"3312",5,2,3,1,4,1
"3313",3,2,3,3,3,2
"3314",3,3,1,2,3,2
"3315",3,3,4,3,2,4
"3316",3,4,1,2,3,3
"3318",1,3,1,3,4,3
"3319",2,3,1,3,2,4
"3322",3,1,3,1,1,1
"3323",2,2,3,1,2,1
"3324",4,2,2,2,4,2
"3327",2,3,4,4,4,3
"3328",4,1,3,1,2,1
"3330",3,2,1,1,1,3
"3331",3,4,2,2,3,1
"3332",2,1,2,2,2,2
"3334",2,3,2,2,3,2
"3335",3,1,3,2,3,2
"3338",4,2,2,1,3,3
"3343",2,3,1,3,2,3
"3344",4,3,4,3,4,3
"3345",2,2,2,3,1,1
"3346",3,3,3,3,3,3
"3349",3,2,2,2,2,2
"3351",3,3,4,3,3,3
"3352",2,1,2,2,3,2
"3353",1,1,2,4,3,1
"3356",4,3,2,3,2,2
"3357",2,3,1,3,2,4
"3359",2,1,2,1,3,1
"3360",3,3,3,3,3,2
"3361",2,3,1,2,2,2
"3362",2,3,3,2,3,2
"3367",3,2,4,3,3,2
"3368",4,4,3,3,2,2
"3370",4,2,3,1,3,2
"3371",3,3,1,2,1,1
"3372",4,3,3,4,4,3
"3373",2,2,1,3,1,3
"3374",4,4,3,5,4,4
"3375",3,4,3,4,3,3
"3376",2,2,2,2,3,2
"3379",1,1,3,2,3,4
"3382",2,3,3,4,4,3
"3383",2,1,4,2,3,1
"3384",4,2,1,2,2,2
"3385",1,2,3,3,2,3
"3387",3,3,2,4,3,2
"3390",2,1,3,3,1,2
"3391",2,2,1,1,2,2
"3393",1,2,3,2,3,2
"3394",1,3,1,4,2,1
"3395",2,2,2,2,2,2
"3397",1,3,1,2,1,2
"3398",2,4,1,1,1,2
"3399",2,2,4,1,3,1
"3400",3,2,4,2,3,2
"3401",3,1,3,1,3,3
"3402",3,2,3,1,3,2
"3403",4,1,4,2,1,1
"3404",3,1,3,4,1,3
"3406",2,3,2,3,2,2
"3407",3,2,2,2,1,3
"3409",2,2,1,2,3,1
"3410",3,4,3,3,2,3
"3411",1,2,1,3,1,3
"3415",3,3,4,4,4,2
"3416",2,2,3,2,2,2
"3418",2,2,2,1,1,2
"3419",2,2,1,4,3,3
"3420",4,3,1,3,2,2
"3421",1,2,2,1,3,2
"3422",1,3,2,2,2,3
"3423",3,4,2,2,3,3
"3424",2,3,3,2,3,3
"3425",1,3,3,2,3,3
"3426",4,5,3,4,3,5
"3427",2,2,3,3,2,3
"3428",3,3,4,3,4,3
"3429",2,3,2,2,1,3
"3431",2,2,4,3,3,2
"3433",4,1,2,1,1,1
"3435",3,2,4,1,4,3
"3436",2,3,2,3,2,4
"3440",1,4,2,3,2,2
"3442",3,3,5,3,3,3
"3445",3,1,3,1,4,1
"3446",2,4,2,2,1,1
"3447",2,3,3,3,2,2
"3448",3,2,2,3,1,1
"3449",4,3,2,2,2,3
"3450",3,1,2,1,3,1
"3451",3,2,3,3,3,2
"3457",2,1,3,2,4,3
"3459",4,1,4,2,2,2
"3460",3,2,3,2,1,1
"3461",2,2,3,3,4,4
"3462",3,3,3,4,3,3
"3463",1,2,2,2,2,3
"3464",2,2,3,2,2,2
"3467",3,3,2,3,3,3
"3470",2,2,1,1,4,2
"3474",3,2,2,2,2,2
"3475",3,4,1,1,1,2
"3477",3,2,3,2,3,2
"3478",2,2,1,3,2,1
"3480",2,2,4,3,3,2
"3485",2,2,3,1,2,3
"3489",4,2,3,3,2,1
"3492",3,2,1,3,1,3
"3494",3,4,3,4,3,3
"3497",3,3,3,2,1,3
"3498",3,2,3,3,2,4
"3501",3,1,3,1,3,1
"3503",2,1,3,2,2,1
"3504",2,4,1,2,1,2
"3505",2,2,3,1,3,1
"3506",2,2,2,3,2,2
"3508",4,3,3,2,3,3
"3509",3,3,2,3,2,2
"3510",2,3,3,3,2,3
"3516",1,2,1,3,1,4
"3522",1,2,1,1,2,2
"3523",2,3,2,3,3,3
"3524",3,1,3,1,3,2
"3525",3,3,2,2,3,1
"3526",1,3,2,3,1,2
"3527",1,3,2,1,3,1
"3528",3,3,2,1,2,2
"3529",2,3,2,1,2,2
"3530",1,2,3,1,2,4
"3531",3,2,2,2,2,2
"3532",2,3,1,2,1,2
"3534",2,2,2,2,2,1
"3540",1,2,3,2,1,3
"3545",4,3,3,4,2,2
"3546",1,1,3,1,3,1
"3549",3,1,3,3,3,2
"3550",2,3,2,2,1,1
"3552",3,2,2,2,2,3
"3553",3,2,3,2,4,3
"3554",3,2,2,4,2,3
"3555",2,3,2,2,2,2
"3560",2,2,2,3,2,3
"3561",3,3,4,3,4,3
"3563",3,2,5,2,2,2
"3567",2,2,3,1,3,3
"3569",3,2,4,2,3,3
"3571",3,3,2,1,4,1
"3573",1,2,1,1,1,3
"3575",2,1,3,1,3,2
"3576",2,2,2,2,1,2
"3578",4,2,2,1,3,2
"3579",2,2,3,2,3,2
"3582",2,2,2,2,2,2
"3583",3,3,1,2,1,1
"3584",4,3,1,4,3,3
"3585",1,1,2,2,1,1
"3588",3,3,1,2,2,2
"3590",1,2,2,2,1,1
"3594",1,2,2,2,1,3
"3598",3,3,2,3,3,3
"3599",1,1,2,2,2,1
"3603",1,1,2,3,1,2
"3609",2,2,2,2,1,3
"3611",3,3,3,3,3,3
"3612",3,3,1,3,2,2
"3613",1,2,2,1,1,3
"3614",3,2,1,1,1,1
"3615",2,3,2,3,1,3
"3621",3,2,1,1,2,2
"3623",3,2,2,3,1,4
"3624",2,2,2,2,1,3
"3629",2,3,2,3,2,3
"3630",3,1,2,1,1,2
"3631",2,3,3,1,1,1
"3633",2,2,1,1,1,2
"3639",3,2,2,2,3,2
"3643",3,3,3,2,3,3
"3645",2,3,1,2,2,2
"3647",4,2,2,1,3,3
"3649",2,2,3,1,3,2
"3652",2,1,3,1,1,1
"3655",2,2,1,1,2,2
"3656",1,2,1,3,1,2
"3657",1,1,2,3,1,3
"3658",2,2,2,1,2,3
"3659",2,2,2,2,2,3
"3661",3,3,3,3,1,2
"3662",2,2,1,2,2,2
"3663",2,2,3,3,2,2
"3664",3,3,2,2,2,3
"3667",3,2,3,2,1,1
"3669",2,1,1,2,1,1
"3670",3,3,3,3,3,2
"3672",2,2,1,1,3,1
"3674",2,3,1,1,1,2
"3675",1,2,2,3,2,4
"3677",3,2,3,3,1,2
"3678",2,2,1,2,1,2
"3680",2,2,3,1,2,1
"3682",2,2,2,1,1,2
"3683",2,1,2,1,2,1
"3684",2,3,2,2,1,2
"3686",3,2,3,2,1,4
"3687",3,3,3,3,3,3
"3690",2,1,2,2,3,1
"3691",3,3,1,4,4,2
"3698",2,3,2,1,1,2
"3699",2,1,2,2,2,3
"3700",3,1,3,1,4,1
"3701",2,2,1,2,2,2
"3702",4,3,2,2,3,1
"3708",2,1,3,2,2,2
"3714",2,1,2,1,3,1
"3716",1,3,2,1,1,4
"3718",3,3,3,3,2,3
"3721",2,1,3,2,1,2
"3723",3,3,1,2,1,1
"3724",2,2,2,3,1,2
"3725",1,2,2,3,1,3
"3729",2,1,2,1,1,2
"3742",1,2,2,2,2,2
"3744",1,2,3,1,2,2
"3747",1,2,1,2,3,2
"3748",4,2,2,3,3,3
"3751",2,2,1,3,3,2
"3753",1,2,1,1,2,3
"3754",3,3,2,2,2,2
"3755",3,2,3,2,2,2
"3756",2,1,3,2,2,2
"3757",1,2,1,2,2,1
"3759",3,2,3,2,3,3
"3760",1,2,1,3,3,2
"3765",1,3,2,2,1,1
"3766",2,2,3,2,2,2
"3767",1,3,1,3,1,1
"3769",3,2,2,2,2,2
"3773",2,2,2,1,2,2
"3776",3,2,2,2,2,3
"3777",3,2,4,1,3,1
"3782",1,2,3,1,1,3
"3787",2,2,2,2,3,2
"3790",2,2,2,2,4,2
"3792",3,2,2,2,1,1
"3797",2,3,2,2,2,3
"3799",2,2,3,1,1,1
"3800",3,2,1,1,2,2
"3801",1,2,2,3,1,2
"3802",2,2,3,1,3,3
"3805",2,2,2,2,2,1
"3806",2,3,2,1,1,1
"3809",2,2,2,2,2,2
"3815",1,1,2,1,3,2
"3821",2,1,2,2,1,2
"3822",3,3,3,3,3,3
"3823",3,2,3,3,2,2
"3824",1,2,1,1,2,3
"3827",2,1,2,2,3,1
"3828",1,1,3,1,3,2
"3829",1,2,1,3,1,3
"3833",1,1,2,3,2,2
"3834",3,3,3,3,3,3
"3835",2,2,2,3,2,2
"3837",1,2,3,1,3,1
"3838",3,3,2,2,2,2
"3839",2,3,1,2,3,2
"3840",2,1,1,2,2,1
"3841",2,3,2,3,3,2
"3844",1,2,1,2,1,2
"3848",2,1,3,1,2,1
"3849",3,2,2,1,2,1
"3858",2,3,3,2,2,2
"3859",1,2,1,2,2,3
"3865",3,2,2,1,2,1
"3868",2,2,2,2,3,1
"3870",1,1,3,1,3,2
"3871",2,3,3,3,3,1
"3878",3,3,3,2,3,3
"3879",2,2,2,2,1,3
"3883",3,2,2,2,2,1
"3884",2,2,2,2,1,2
"3885",1,1,2,2,1,2
"3887",1,4,1,2,1,1
"3891",2,1,2,1,2,3
"3892",1,2,2,3,2,3
"3893",3,2,3,2,2,1
"3894",3,3,3,2,3,3
"3896",2,3,1,1,1,1
"3897",2,3,3,3,3,2
"3901",3,2,3,3,3,3
"3903",2,2,1,2,1,2
"3906",2,2,1,2,2,2
"3907",2,2,1,1,1,3
"3908",3,3,1,2,3,2
"3911",3,3,2,4,2,1
"3913",2,2,2,1,2,1
"3918",1,3,1,2,3,3
"3920",2,2,2,2,2,2
"3921",1,1,1,1,3,2
"3923",2,1,2,2,1,2
"3925",1,2,3,1,1,2
"3930",3,3,1,2,1,2
"3932",3,3,3,2,3,2
"3933",1,2,1,2,1,3
"3934",2,2,3,3,3,2
"3936",1,2,1,3,1,2
"3937",2,1,1,3,2,2
"3945",1,2,1,2,1,2
"3947",3,2,2,3,3,3
"3950",1,1,1,1,2,1
"3952",1,2,1,1,1,1
"3953",3,2,2,2,2,2
"3958",1,3,1,1,1,1
"3959",2,3,1,2,2,2
"3961",2,3,1,2,2,2
"3963",1,2,2,2,1,1
"3964",2,3,2,1,2,2
"3967",2,1,3,1,1,1
"3970",1,3,1,1,2,2
"3973",2,1,3,2,2,3
"3985",2,1,2,1,2,3
"3989",2,2,3,2,2,3
"3990",1,2,2,2,2,1
"3992",1,2,1,1,1,2
"3993",3,1,2,2,2,1
"3995",2,2,2,2,2,1
"3996",2,2,3,2,3,3
"3997",1,3,1,2,1,3
"4004",2,1,2,2,2,1
"4007",2,1,2,1,1,1
"4008",2,2,2,2,2,3
"4009",2,2,2,1,2,2
"4012",1,1,2,1,1,3
"4017",2,2,2,2,2,2
"4018",2,2,2,2,2,2
"4021",2,2,3,1,1,2
"4022",2,1,3,1,3,1
"4025",2,2,2,3,1,2
"4028",3,1,1,1,1,1
"4029",2,2,2,2,1,1
"4039",2,3,2,1,1,2
"4042",2,3,2,2,2,2
"4045",2,1,2,2,2,2
"4047",1,1,1,2,1,2
"4050",2,2,3,2,1,2
"4059",1,3,1,2,2,2
"4061",3,1,1,2,2,1
"4064",2,2,1,1,2,1
"4066",2,2,2,1,2,2
"4068",1,2,2,1,1,2
"4070",1,1,1,3,1,1
"4072",1,3,2,2,1,2
"4080",1,1,1,2,1,2
"4087",3,2,2,2,2,2
"4089",1,2,2,2,2,1
"4096",2,2,1,2,3,2
"4101",2,2,1,2,1,2
"4108",2,2,1,2,1,1
"4113",1,1,2,2,1,2
"4117",2,2,2,3,3,2
"4119",2,2,3,3,2,3
"4121",2,1,3,2,2,2
"4124",1,2,1,2,1,2
"4133",2,2,2,2,1,1
"4145",2,1,2,1,1,1
"4146",1,1,1,1,1,2
"4148",2,1,2,2,2,1
"4158",2,1,1,2,1,1
"4160",1,1,2,1,2,2
"4165",2,2,1,1,1,1
"4167",2,3,1,1,2,1
"4168",1,1,1,1,3,2
"4169",1,2,1,2,1,1
"4170",2,3,1,1,1,1
"4176",3,2,2,2,1,1
"4177",2,2,2,1,2,2
"4178",2,2,2,2,1,1
"4183",2,1,1,2,1,1
"4184",1,2,2,1,2,2
"4190",2,1,1,3,1,1
"4199",2,1,2,2,1,2
"4207",3,3,2,1,1,2
"4213",2,1,2,2,2,2
"4215",1,1,1,1,1,3
"4224",1,3,1,1,2,1
"4234",2,1,1,1,1,1
"4238",2,1,1,1,1,2
"4239",1,1,1,1,1,2
"4253",2,2,2,1,1,1
"4262",1,2,1,1,1,1
"4264",1,1,2,1,1,1
"4266",2,1,1,1,2,1
"4268",1,1,2,1,2,1
"4270",2,2,2,2,2,2
"4275",1,1,1,2,1,2
"4278",2,1,1,1,1,1
"4285",2,1,1,3,1,1
"4286",2,1,1,2,2,2
"4290",2,1,1,1,2,1
"4292",2,1,1,1,1,1
"4294",1,1,2,1,1,2
"4298",2,1,2,1,2,1
"4299",1,1,2,2,2,1
"4301",2,1,2,1,2,1
"4302",1,1,1,2,1,2
"4305",1,3,1,2,2,1
"4307",2,2,2,2,2,2
"4310",3,1,1,2,2,1
"4317",2,2,2,2,1,1
"4318",1,2,1,2,2,2
"4319",1,2,1,1,2,2
"4321",1,2,1,1,2,1
"4327",1,2,1,2,2,1
"4328",2,1,2,1,1,2
"4330",2,2,1,2,2,2
"4333",3,1,1,1,1,1
"4335",1,1,1,2,1,2
"4339",1,2,1,1,1,1
"4340",1,1,1,1,1,2
"4341",1,1,1,2,2,1
"4343",2,2,1,1,2,1
"4346",2,2,1,2,2,1
"4349",1,1,1,1,1,2
"4350",1,1,1,1,1,2
"4356",1,2,2,2,2,2
"4357",1,1,2,1,2,1
"4358",1,2,2,1,2,2
"4362",2,3,2,3,1,1
"4364",2,2,2,1,2,2
"4366",1,2,1,2,2,2
"4370",2,2,2,1,2,1
"4375",2,1,1,2,1,1
"4380",1,2,2,2,1,1
"4384",1,1,2,1,1,1
"4389",1,2,1,1,1,2
"4391",1,2,2,1,1,2
"4392",1,1,2,1,1,1
"4410",2,1,2,2,2,2
"4412",2,2,1,1,1,1
"4416",2,2,2,2,1,2
"4417",1,1,2,1,1,1
"4421",2,1,2,1,2,1
"4423",2,1,1,1,2,1
"4424",2,1,2,1,2,1
"4428",1,1,1,1,1,2
"4434",2,2,1,2,1,2
"4448",1,2,1,1,2,2
"4453",1,1,2,1,2,1
"4462",1,1,1,1,2,1
"4468",2,2,2,1,2,2
"4474",1,2,2,1,1,1
"4488",2,1,1,2,2,1
"4494",2,2,1,2,1,1
"4495",1,1,2,2,1,1
"4497",1,1,2,1,1,2
"4499",1,1,2,2,1,1
"4509",1,1,1,2,1,1
"4516",1,1,1,1,1,2
"4518",2,1,1,1,1,1
"4521",1,1,2,1,1,1
"4526",1,1,2,2,1,1
"4527",2,2,2,2,2,2
"4537",2,2,2,2,2,2
"4559",2,2,2,2,2,2
"4563",1,1,1,1,2,2
"4575",1,2,1,2,2,1
"4600",2,2,2,2,2,2
"4601",1,2,1,1,1,1
"4602",1,1,2,1,2,1
"4605",1,1,2,1,1,1
"4611",1,1,1,2,1,2
"4613",2,2,1,2,1,1
"4616",1,2,1,1,1,1
"4620",2,1,1,1,1,1
"4625",2,1,1,1,1,1
"4634",2,1,1,1,1,1
"4641",1,1,1,1,2,1
"4645",1,1,1,1,1,1
"4649",1,2,2,2,1,1
"4654",1,2,1,2,2,2
"4655",2,1,1,1,1,1
"4674",1,1,1,1,1,1
"4679",1,2,1,1,1,1
"4706",1,2,1,2,1,2
"4722",2,2,2,2,2,2
"4753",1,1,1,1,1,2
