"","number_of_peptides_A_3","number_of_peptides_B_3","number_of_peptides_A_2","number_of_peptides_B_1","number_of_peptides_A_1","number_of_peptides_B_2"
"3691",5,2,7,7,4,10
"3692",8,13,11,9,8,10
"3693",32,32,29,27,29,30
"3695",12,13,7,8,9,10
"3696",9,7,6,5,4,4
"3697",1,5,4,1,4,3
"3698",11,14,12,12,10,11
"3699",36,33,33,31,33,36
"3702",2,2,4,5,3,3
"3703",4,6,4,7,5,5
"3705",8,11,8,8,8,8
"3707",20,19,16,20,16,15
"3708",2,5,3,4,3,3
"3709",14,13,13,10,10,11
"3710",6,4,1,4,2,4
"3711",2,2,4,1,2,1
"3712",14,12,17,12,15,15
"3713",21,22,23,20,21,24
"3714",24,24,22,24,22,27
"3715",3,3,5,9,3,2
"3716",4,5,2,3,2,1
"3717",11,15,13,14,13,13
"3719",7,11,12,16,9,14
"3721",13,12,11,12,9,14
"3722",3,3,2,1,3,4
"3723",4,20,7,19,14,6
"3724",11,16,8,12,15,16
"3726",7,6,7,6,5,7
"3727",8,13,10,9,7,11
"3728",8,5,5,5,5,7
"3729",8,10,9,8,8,6
"3730",15,15,14,13,16,16
"3731",8,7,8,6,7,6
"3732",9,6,9,7,8,7
"3733",42,45,42,35,41,44
"3737",10,9,6,6,7,6
"3738",22,27,21,24,20,25
"3739",7,10,13,8,9,8
"3740",37,44,35,37,29,42
"3742",3,7,2,5,3,4
"3743",4,5,3,2,5,4
"3744",11,13,13,13,15,18
"3745",1,1,1,1,2,1
"3746",34,35,34,35,29,34
"3749",1,4,1,1,2,2
"3751",14,12,14,13,13,17
"3752",13,14,11,11,13,11
"3753",1,4,3,1,4,2
"3754",13,14,9,14,13,18
"3755",54,51,51,45,42,52
"3756",10,10,10,11,11,9
"3757",4,5,4,4,3,5
"3758",4,5,3,2,4,4
"3760",2,3,4,1,2,7
"3762",1,2,1,1,1,2
"3763",7,9,10,11,7,8
"3764",10,12,11,15,14,11
"3765",8,12,12,9,7,10
"3766",13,14,13,8,13,11
"3767",2,4,4,3,3,4
"3769",20,20,18,18,17,22
"3770",1,3,3,4,3,2
"3771",29,31,28,26,32,34
"3773",5,3,6,3,5,3
"3774",20,24,23,28,29,26
"3775",19,15,14,22,14,17
"3777",12,14,11,17,15,11
"3779",15,21,13,17,12,15
"3782",5,5,5,4,3,4
"3783",9,12,12,15,8,14
"3785",1,3,1,2,2,1
"3787",5,3,4,5,3,3
"3790",1,1,1,2,1,1
"3793",7,5,4,2,4,3
"3795",4,7,1,2,1,3
"3796",5,4,4,5,4,5
"3798",6,3,4,5,7,6
"3799",12,14,12,12,13,11
"3801",1,6,1,7,1,5
"3802",8,18,4,16,3,17
"3803",6,8,7,10,6,12
"3804",4,4,2,4,4,5
"3805",2,2,3,3,2,2
"3806",8,6,7,6,5,7
"3807",1,1,1,2,1,2
"3809",3,1,3,4,4,4
"3811",2,1,1,2,1,1
"3813",6,3,4,1,2,2
"3814",2,10,8,6,10,9
"3815",5,4,5,5,2,3
"3816",3,5,5,4,4,7
"3817",2,2,3,3,1,3
"3818",7,9,7,8,7,6
"3819",3,1,1,1,2,2
"3820",15,12,17,11,16,12
"3821",10,9,6,9,9,9
"3822",6,5,5,8,4,2
"3824",2,2,0,2,1,2
"3825",3,4,1,3,1,3
"3826",2,4,3,1,2,1
"3828",135,141,138,145,130,136
"3831",24,29,19,21,28,32
"3832",10,10,10,13,12,11
"3833",1,3,1,1,3,3
"3834",4,6,3,5,5,2
"3835",18,27,20,20,16,21
"3837",7,9,8,8,10,11
"3839",7,8,6,4,6,8
"3840",7,5,4,7,6,5
"3841",20,20,16,16,13,16
"3842",4,4,5,4,4,4
"3844",6,6,5,4,4,5
"3845",2,3,5,4,1,1
"3849",13,21,20,20,17,14
"3850",2,3,2,4,4,2
"3852",7,8,9,10,8,10
"3853",27,26,19,21,19,16
"3854",6,6,3,5,3,6
"3855",7,15,8,10,6,8
"3856",7,6,10,11,9,6
"3859",1,1,4,1,1,2
"3861",1,2,2,1,2,3
"3862",1,5,5,2,4,2
"3863",4,4,4,4,2,2
"3864",1,1,2,2,2,1
"3865",69,89,66,76,63,69
"3866",1,1,3,2,1,1
"3867",3,1,4,2,6,3
"3868",10,8,8,7,6,10
"3869",4,6,5,7,4,4
"3870",8,9,7,4,7,11
"3871",14,12,10,14,16,14
"3872",2,2,3,4,3,3
"3875",13,14,7,5,6,10
"3876",6,6,3,3,4,4
"3877",4,4,1,5,6,2
"3878",20,23,18,18,18,16
"3880",11,13,8,10,4,9
"3882",4,2,4,4,4,5
"3883",5,9,3,5,2,5
"3885",5,7,4,5,4,4
"3886",7,6,3,6,5,4
"3887",2,3,2,4,2,3
"3888",2,3,3,2,3,3
"3889",23,23,21,25,26,23
"3890",1,4,3,5,5,5
"3891",3,3,4,5,2,3
"3892",4,4,2,1,3,4
"3893",1,1,1,1,1,1
"3894",6,5,3,5,1,3
"3895",1,2,2,2,1,2
"3897",6,9,6,4,5,3
"3898",4,7,7,3,5,7
"3900",4,6,6,6,4,6
"3901",1,2,2,1,1,2
"3902",3,5,2,5,2,4
"3904",4,6,6,6,5,7
"3905",10,10,7,10,7,9
"3908",3,5,11,5,4,3
"3910",4,8,7,6,4,9
"3912",2,1,2,3,2,1
"3913",12,13,12,10,10,11
"3915",2,4,3,4,2,4
"3916",2,2,2,1,1,1
"3917",3,4,3,3,2,3
"3918",10,9,10,10,10,9
"3919",6,4,4,8,5,5
"3920",15,11,14,11,11,12
"3923",1,3,5,0,3,2
"3924",3,4,4,4,2,4
"3925",2,7,7,5,3,8
"3926",4,4,4,3,1,2
"3929",10,15,8,5,7,9
"3930",5,5,5,3,6,7
"3933",4,7,6,9,5,4
"3934",3,6,2,2,3,4
"3935",7,9,9,10,9,9
"3936",10,11,9,7,4,10
"3939",3,7,6,5,8,10
"3941",2,3,2,3,3,3
"3943",1,3,2,3,1,3
"3946",26,28,26,22,20,21
"3947",1,2,2,1,2,1
"3948",3,4,5,6,4,3
"3949",76,76,66,78,67,83
"3950",3,5,2,3,5,4
"3951",5,9,9,6,7,10
"3957",7,10,8,9,9,10
"3958",3,5,5,5,5,4
"3959",12,12,7,10,7,9
"3960",2,3,3,1,1,4
"3961",9,7,6,6,10,6
"3962",11,11,9,8,10,11
"3963",22,19,22,23,22,19
"3965",6,9,4,7,5,6
"3966",10,9,8,9,10,11
"3968",2,5,3,3,2,3
"3969",10,14,14,17,13,12
"3970",11,9,12,13,12,9
"3972",4,3,4,2,2,1
"3973",1,4,4,3,6,4
"3974",13,12,8,10,11,8
"3977",6,10,5,5,5,8
"3979",11,9,6,7,7,9
"3980",7,6,3,5,6,6
"3981",6,9,7,4,6,4
"3982",9,8,8,5,3,9
"3985",3,2,2,5,1,3
"3987",21,24,12,16,18,21
"3988",3,1,1,2,2,2
"3989",11,10,11,11,11,4
"3990",2,2,1,1,7,2
"3993",4,7,6,12,8,3
"3994",20,14,8,16,16,13
"3995",61,80,67,65,71,71
"3996",26,36,26,29,24,29
"3997",13,10,15,13,9,12
"3998",14,17,10,13,12,13
"3999",24,27,23,24,23,23
"4000",24,19,19,19,20,19
"4001",7,11,8,9,5,6
"4002",4,3,3,5,1,3
"4003",8,14,8,12,9,9
"4004",5,4,3,8,8,6
"4005",8,6,6,8,4,8
"4006",4,2,3,2,3,1
"4007",3,3,1,0,3,2
"4008",5,6,8,3,3,8
"4009",7,10,13,9,11,8
"4011",9,8,8,6,9,7
"4012",11,11,6,10,10,7
"4013",19,18,16,22,17,20
"4015",11,13,13,14,14,10
"4016",8,10,7,10,4,6
"4017",4,3,2,3,3,2
"4018",11,12,8,13,8,11
"4019",3,2,3,1,2,3
"4020",3,4,3,3,2,2
"4021",4,7,3,11,3,4
"4022",4,5,5,2,5,3
"4023",8,7,9,6,7,11
"4025",3,2,2,2,3,1
"4027",4,5,2,6,5,6
"4028",12,6,8,9,8,7
"4030",4,6,5,3,4,4
"4031",3,6,3,5,7,4
"4032",8,8,8,4,4,9
"4035",36,42,30,40,39,40
"4036",6,3,5,6,6,6
"4037",2,4,2,4,2,3
"4038",1,1,1,2,2,1
"4042",1,4,4,5,4,3
"4044",6,4,5,6,3,7
"4046",6,5,5,4,1,3
"4048",0,1,0,0,1,3
"4049",2,4,2,2,1,3
"4050",3,1,2,0,2,0
"4051",8,7,8,7,6,8
"4055",4,4,5,6,6,6
"4056",1,1,3,1,3,2
"4057",1,6,5,4,5,4
"4058",7,8,9,5,7,11
"4059",18,14,15,15,10,16
"4060",9,7,11,8,12,9
"4061",27,26,21,29,25,23
"4062",1,1,1,1,2,1
"4063",11,13,12,12,11,10
"4064",16,13,14,13,11,12
"4065",36,37,32,38,37,38
"4066",6,7,6,7,6,7
"4067",4,3,2,1,1,2
"4068",7,5,5,4,3,6
"4069",12,9,6,9,7,7
"4073",10,12,10,6,7,9
"4074",2,1,1,2,2,3
"4075",3,5,4,4,4,3
"4076",27,26,19,24,20,19
"4078",17,14,10,12,9,14
"4079",15,17,7,16,14,15
"4081",6,9,5,8,5,10
"4082",3,3,1,1,3,3
"4083",5,6,5,5,7,5
"4084",4,4,1,1,3,4
"4086",6,4,7,6,4,2
"4087",5,2,2,2,4,4
"4088",3,1,2,3,2,2
"4089",1,2,1,1,2,2
"4091",13,16,12,15,13,11
"4096",6,7,5,6,5,8
"4098",17,20,14,15,15,15
"4099",14,18,18,10,18,7
"4100",2,3,2,1,3,3
"4101",6,9,8,9,7,11
"4102",2,1,3,4,4,2
"4103",20,22,20,20,16,21
"4104",4,7,6,3,6,7
"4106",12,12,13,14,8,11
"4107",3,1,2,3,2,1
"4108",2,3,3,2,3,3
"4110",12,11,14,12,11,14
"4111",1,1,1,1,2,1
"4113",2,4,1,1,4,3
"4115",19,17,14,14,14,16
"4116",20,15,17,17,18,18
"4118",16,12,13,12,12,13
"4119",1,0,1,1,0,1
"4120",8,14,7,6,12,8
"4121",19,27,20,21,18,19
"4124",20,17,17,11,19,16
"4125",6,6,5,7,5,10
"4126",2,2,1,4,3,2
"4128",16,14,15,18,18,13
"4129",4,4,4,3,1,5
"4130",3,4,1,2,2,3
"4131",4,5,3,7,6,3
"4133",2,3,3,4,4,3
"4134",30,26,27,25,23,26
"4135",2,5,4,4,4,5
"4136",32,35,30,34,32,37
"4137",10,12,7,10,9,7
"4138",26,26,21,24,24,22
"4139",4,7,2,4,2,3
"4141",1,1,1,1,1,1
"4142",2,5,3,3,5,2
"4143",2,3,1,0,4,3
"4144",12,13,12,14,6,7
"4145",5,8,8,7,9,8
"4148",6,4,5,4,4,5
"4149",5,11,6,4,8,6
"4155",5,3,3,3,2,1
"4156",4,8,2,6,3,3
"4158",8,9,9,9,8,9
"4159",6,6,11,6,9,7
"4160",4,4,2,4,1,2
"4162",10,10,9,8,9,9
"4163",1,4,1,1,2,3
"4164",12,12,10,10,13,8
"4165",2,1,2,4,2,2
"4166",5,3,5,5,4,6
"4168",3,2,3,4,2,6
"4169",4,4,6,3,4,4
"4171",6,7,5,5,5,5
"4172",2,2,2,3,3,3
"4174",14,19,9,6,12,7
"4177",5,5,7,7,5,8
"4178",2,1,2,2,3,1
"4179",8,7,6,6,9,9
"4180",12,12,11,13,12,14
"4181",4,5,5,4,6,5
"4183",2,1,1,1,2,1
"4184",48,51,44,35,43,51
"4186",8,6,4,6,5,2
"4188",7,7,6,5,6,8
"4190",1,1,1,3,3,4
"4191",3,4,5,5,8,4
"4193",23,25,17,24,22,23
"4197",5,6,4,6,4,5
"4198",3,4,4,3,1,2
"4202",11,17,11,10,9,12
"4204",9,12,8,14,8,13
"4205",12,4,6,5,3,7
"4206",6,5,2,5,3,4
"4207",6,14,12,11,7,10
"4209",4,3,4,5,3,3
"4210",21,1,22,1,21,22
"4212",5,2,5,2,1,1
"4213",23,25,20,19,14,22
"4214",18,18,16,15,14,18
"4215",3,2,2,1,2,2
"4217",6,8,3,4,4,5
"4218",4,2,2,3,2,2
"4220",12,24,21,24,23,24
"4221",7,14,9,8,9,8
"4223",3,4,2,4,3,1
"4224",6,7,4,5,5,3
"4225",2,4,2,3,2,4
"4226",4,5,4,5,2,5
"4228",6,6,4,2,1,3
"4231",2,4,1,2,2,3
"4232",3,7,2,4,1,1
"4233",10,13,18,14,10,16
"4234",3,3,1,3,2,4
"4236",26,29,18,26,21,25
"4239",1,3,2,3,1,3
"4241",13,14,13,15,18,16
"4242",31,31,31,30,29,28
"4243",22,18,16,19,15,18
"4244",7,7,11,10,8,8
"4245",2,1,1,1,1,1
"4246",8,3,2,3,4,1
"4247",7,6,4,4,4,3
"4248",4,5,6,9,9,5
"4249",15,13,10,12,7,12
"4250",5,8,8,10,8,8
"4251",1,3,2,2,3,2
"4253",4,4,5,6,4,5
"4255",1,2,2,1,1,2
"4256",6,3,5,6,4,6
"4257",2,3,2,1,1,2
"4258",20,18,16,19,22,21
"4259",43,58,45,53,42,54
"4260",1,3,2,2,2,3
"4262",3,2,2,3,1,2
"4263",3,2,1,6,3,4
"4264",3,4,4,3,4,5
"4265",1,1,3,1,3,3
"4266",1,2,2,4,1,2
"4267",13,10,11,11,9,10
"4269",18,15,17,18,16,20
"4271",5,5,4,5,5,6
"4272",4,4,3,3,3,2
"4273",9,9,8,7,7,6
"4274",10,10,11,12,13,11
"4277",25,32,25,29,30,19
"4279",11,12,9,12,11,14
"4280",4,8,6,2,4,7
"4281",4,3,6,3,3,5
"4283",1,2,3,1,4,3
"4284",7,10,5,6,7,13
"4285",7,8,10,3,5,4
"4286",10,9,11,14,13,11
"4287",9,10,9,10,7,10
"4289",4,4,6,1,3,2
"4290",5,4,5,6,2,5
"4291",4,4,3,6,3,3
"4292",39,46,37,41,31,39
"4294",3,3,3,4,3,3
"4295",3,3,3,2,4,4
"4298",5,4,4,7,5,7
"4299",7,6,8,8,7,5
"4300",1,1,1,1,3,2
"4301",3,3,3,2,4,2
"4303",44,53,45,53,41,38
"4304",12,17,15,15,18,15
"4305",5,6,3,1,1,5
"4308",7,7,8,11,8,7
"4309",7,11,8,8,6,9
"4310",79,88,68,67,64,81
"4311",10,7,6,8,8,10
"4312",34,41,38,36,27,35
"4315",4,4,5,5,5,3
"4316",1,1,1,1,2,3
"4317",27,28,30,27,30,30
"4318",3,3,3,5,2,2
"4319",5,4,3,4,4,3
"4320",8,7,5,6,6,6
"4322",1,1,1,1,1,1
"4323",18,18,17,16,18,17
"4324",4,7,4,5,5,4
"4325",5,4,6,8,7,6
"4326",10,21,15,11,12,11
"4327",3,4,3,5,4,3
"4328",2,3,3,3,2,4
"4330",38,60,41,66,52,63
"4331",27,36,21,24,23,31
"4332",6,9,8,10,8,10
"4333",19,21,22,24,19,20
"4334",11,11,10,12,7,12
"4335",1,3,1,2,3,3
"4336",44,48,35,43,40,43
"4337",7,6,5,7,5,7
"4338",12,11,9,11,8,9
"4339",32,33,37,37,37,36
"4340",11,13,11,11,8,8
"4341",54,60,54,55,45,56
"4342",28,27,29,26,25,27
"4343",22,18,17,17,12,17
"4344",5,7,6,8,5,7
"4346",18,27,21,15,15,16
"4347",35,36,32,34,34,31
"4348",7,7,5,7,3,6
"4349",5,5,6,5,6,4
"4351",9,11,13,11,9,8
"4352",4,4,4,3,4,4
"4354",3,6,1,2,4,2
"4355",1,2,1,1,1,0
"4357",12,14,12,14,9,9
"4358",13,16,11,16,11,14
"4359",3,1,1,1,2,4
"4362",3,3,2,5,4,3
"4363",6,9,9,8,7,7
"4364",9,11,10,10,12,9
"4365",3,4,2,4,1,4
"4367",48,49,41,43,44,46
"4368",6,6,3,7,8,8
"4369",3,3,2,2,1,3
"4370",4,3,4,4,3,4
"4371",8,6,8,12,8,7
"4372",2,2,2,2,3,3
"4374",4,4,4,3,5,3
"4378",1,1,2,3,2,1
"4380",11,6,8,8,12,7
"4381",4,4,3,4,4,4
"4383",1,1,1,3,1,3
"4384",3,5,3,4,3,4
"4385",10,12,8,9,6,8
"4386",3,6,3,2,3,7
"4387",17,16,14,22,19,21
"4389",9,10,10,9,9,10
"4390",3,5,5,2,3,4
"4392",5,6,6,3,4,3
"4393",2,2,1,2,2,1
"4394",3,4,2,2,3,2
"4395",6,8,8,9,6,11
"4396",12,15,11,10,9,14
"4397",3,5,2,1,2,1
"4399",14,11,11,10,9,10
"4401",3,4,4,3,4,5
"4402",1,1,1,1,1,1
"4404",7,4,3,7,4,7
"4405",12,11,10,13,12,14
"4406",3,1,2,1,3,5
"4407",18,19,23,18,23,21
"4410",3,3,2,4,3,5
"4411",3,2,2,2,3,1
"4413",19,20,19,23,20,20
"4415",5,2,3,3,3,2
"4416",6,6,7,6,5,6
"4418",2,4,6,4,4,5
"4419",3,2,1,2,3,1
"4420",3,9,3,7,6,6
"4423",15,17,14,18,13,17
"4426",1,1,3,1,2,1
"4427",7,9,5,8,5,7
"4428",1,2,1,1,1,2
"4429",7,6,7,7,4,6
"4431",5,6,8,8,8,3
"4433",2,3,3,2,2,2
"4435",15,16,12,14,10,12
"4436",8,10,9,11,9,12
"4439",16,19,14,12,13,10
"4440",4,4,4,5,4,7
"4442",6,8,6,3,6,7
"4444",16,15,14,13,12,17
"4445",3,3,3,3,2,4
"4446",4,7,8,6,5,8
"4447",7,8,4,5,5,5
"4448",4,4,5,8,7,5
"4449",8,7,6,6,3,6
"4450",9,11,9,6,6,6
"4451",8,14,5,10,12,15
"4452",12,12,10,10,7,10
"4453",2,3,3,4,3,3
"4454",2,5,5,6,3,5
"4455",3,2,1,1,1,1
"4458",18,17,18,15,16,16
"4459",3,3,3,7,4,4
"4460",1,2,2,6,1,0
"4462",10,18,12,16,11,15
"4465",21,25,23,18,25,24
"4466",13,10,12,11,8,9
"4468",11,13,11,10,8,10
"4469",3,3,4,5,3,4
"4470",3,5,3,4,6,3
"4471",8,8,8,7,6,8
"4472",3,7,2,5,2,6
"4473",3,1,1,3,1,1
"4474",10,16,12,12,9,12
"4476",4,5,5,7,5,7
"4477",6,5,5,5,5,3
"4480",6,8,6,4,5,6
"4481",3,2,3,2,3,2
"4482",5,4,5,7,6,7
"4483",5,8,8,8,6,10
"4484",15,18,12,13,11,18
"4485",6,7,6,10,7,7
"4486",4,6,7,1,3,5
"4487",13,15,17,16,10,18
"4488",2,3,4,5,3,1
"4489",11,10,7,14,8,7
"4493",1,3,2,3,2,2
"4494",4,3,2,3,4,4
"4495",3,2,2,2,2,1
"4497",3,3,1,4,2,3
"4499",4,4,1,3,3,2
"4500",1,1,2,2,2,1
"4503",7,7,7,9,7,7
"4504",3,2,2,2,3,3
"4505",5,2,1,5,4,4
"4506",5,5,2,3,4,4
"4507",8,12,12,6,8,6
"4508",21,20,24,19,21,19
"4509",3,6,3,2,2,2
"4510",8,11,11,6,7,9
"4511",19,23,13,15,11,18
"4512",4,8,7,6,8,7
"4513",8,11,6,6,8,7
"4515",19,19,21,19,19,19
"4516",3,3,2,2,3,2
"4517",4,3,6,3,5,2
"4519",12,12,9,10,11,5
"4520",2,2,1,3,2,1
"4522",4,6,2,3,2,3
"4523",14,25,20,18,19,17
"4526",9,11,9,11,10,12
"4528",5,5,1,5,3,4
"4529",6,4,6,6,9,7
"4533",7,10,7,5,3,4
"4534",16,15,14,21,17,19
"4535",2,7,4,9,5,5
"4536",10,8,21,23,6,19
"4537",4,5,4,6,6,8
"4538",12,7,9,7,9,7
"4539",6,7,2,5,4,2
"4540",5,5,4,5,4,3
"4543",2,6,6,9,7,5
"4544",15,13,15,13,12,16
"4545",6,4,4,8,4,5
"4546",6,4,2,10,8,3
"4547",3,4,4,2,3,5
"4548",12,11,11,11,11,11
"4549",15,22,16,12,13,16
"4550",5,7,7,5,5,8
"4551",7,8,6,6,7,5
"4552",4,6,5,3,4,6
"4554",2,4,1,2,1,2
"4556",5,2,5,4,4,2
"4559",10,3,7,2,6,3
"4560",7,6,5,8,6,6
"4561",6,7,8,6,6,4
"4562",11,11,16,14,11,11
"4563",9,14,8,9,8,12
"4564",5,7,7,5,5,4
"4565",31,35,30,32,34,32
"4566",35,36,30,33,31,36
"4567",6,9,5,6,9,6
"4568",12,9,9,9,6,8
"4569",34,42,33,38,37,33
"4571",5,5,3,3,4,2
"4572",13,16,13,11,13,9
"4573",3,6,6,6,5,5
"4574",9,13,8,13,12,11
"4576",8,12,8,12,9,8
"4578",2,2,2,2,3,2
"4580",8,9,10,11,9,10
"4582",8,13,10,12,10,8
"4584",29,25,25,23,22,24
"4585",13,12,9,9,9,11
"4586",14,14,14,17,16,12
"4588",2,2,3,2,2,2
"4589",19,24,21,24,14,16
"4590",2,2,2,1,3,2
"4591",2,2,1,1,1,1
"4592",25,26,24,31,26,30
"4593",9,9,10,13,8,6
"4594",5,3,3,3,5,2
"4595",21,23,17,16,11,17
"4597",18,22,18,18,17,18
"4598",16,20,15,16,11,15
"4599",1,1,1,1,1,1
"4600",5,11,9,7,6,8
"4601",4,5,3,4,3,4
"4602",3,1,1,2,1,1
"4603",26,30,24,21,21,23
"4604",6,6,5,4,3,4
"4606",5,4,4,4,2,4
"4607",6,7,6,8,5,6
"4608",71,76,58,68,63,69
"4609",10,12,9,11,10,13
"4610",7,7,5,10,8,7
"4611",13,16,12,10,10,14
"4612",11,8,6,9,8,8
"4613",11,9,7,9,8,10
"4615",3,1,3,0,2,1
"4616",11,18,13,12,10,15
"4617",2,2,3,2,2,2
"4619",2,2,1,1,2,1
"4621",16,17,17,9,20,15
"4622",2,2,1,2,2,2
"4623",12,11,11,14,11,9
"4624",4,5,3,2,3,2
"4625",6,7,6,8,8,7
"4626",2,1,1,3,2,2
"4628",11,8,11,12,11,12
"4629",1,1,1,2,2,2
"4630",2,1,1,2,1,2
"4631",143,156,123,146,140,152
"4632",30,31,27,28,22,26
"4634",4,6,4,4,4,3
"4635",2,7,2,2,3,2
"4636",9,9,9,5,8,8
"4637",4,7,8,6,7,6
"4639",4,1,1,1,2,3
"4640",6,3,2,3,3,3
"4641",5,3,4,6,5,2
"4643",3,3,4,3,4,3
"4644",3,3,4,7,4,4
"4645",2,1,1,1,2,1
"4646",4,5,4,3,4,4
"4647",4,8,6,5,4,5
"4651",3,2,3,2,2,5
"4652",3,5,4,4,2,4
"4653",9,10,5,7,5,5
"4654",2,4,1,4,4,3
"4656",17,11,12,12,9,12
"4658",4,7,7,4,5,6
"4660",6,4,3,4,4,5
"4661",3,7,2,3,6,2
"4662",14,16,14,10,16,16
"4663",13,16,14,19,12,14
"4668",5,4,2,2,4,4
"4669",9,11,9,8,12,9
"4670",2,3,4,5,2,4
"4671",3,5,1,4,2,3
"4672",6,3,6,5,5,6
"4673",1,1,1,1,1,1
"4674",9,7,6,5,7,9
"4675",7,10,6,6,6,4
"4676",5,4,2,4,4,6
"4679",5,9,8,7,6,8
"4680",7,10,9,15,9,9
"4681",8,6,6,8,7,8
"4682",4,4,2,5,4,2
"4684",6,8,4,5,6,5
"4686",2,1,1,2,2,2
"4687",141,127,106,127,124,117
"4690",19,20,18,20,21,20
"4692",6,6,6,9,8,8
"4693",4,2,3,3,1,2
"4694",21,19,17,25,13,18
"4696",3,2,2,4,1,1
"4699",6,8,8,6,6,8
"4701",12,10,5,7,9,11
"4702",2,3,2,2,4,4
"4703",9,12,9,10,9,13
"4704",4,4,2,4,3,3
"4705",4,5,5,3,3,4
"4707",6,8,8,4,6,8
"4709",4,2,2,2,1,2
"4711",5,3,5,7,5,5
"4712",11,7,8,6,9,5
"4713",18,20,17,20,16,21
"4715",6,7,8,9,9,6
"4716",17,15,13,16,16,12
"4717",6,5,7,5,3,5
"4718",10,11,9,9,10,13
"4719",1,1,2,1,1,1
"4721",8,7,6,6,5,6
"4722",15,13,11,11,11,9
"4723",2,3,2,1,2,2
"4724",4,5,4,4,3,2
"4725",3,6,2,5,1,3
"4726",26,28,27,25,24,23
"4727",6,8,8,5,5,5
"4728",12,14,13,15,15,15
"4730",4,5,5,5,2,3
"4731",7,9,6,3,5,6
"4732",2,2,2,3,3,3
"4733",5,10,9,7,11,6
"4734",1,2,1,1,1,1
"4735",4,7,3,6,6,5
"4737",27,33,30,25,33,33
"4738",3,4,5,4,5,4
"4739",14,18,16,16,16,17
"4740",27,30,30,29,23,30
"4742",5,9,5,3,5,3
"4745",1,4,6,5,4,2
"4746",6,7,5,4,5,7
"4747",5,4,5,5,6,6
"4748",4,3,1,4,3,6
"4749",2,4,1,2,1,6
"4750",19,18,19,20,19,20
"4751",8,8,7,7,7,11
"4752",6,7,6,5,3,5
"4754",2,3,2,4,4,1
"4755",2,4,2,2,2,2
"4756",3,5,4,3,5,3
"4757",3,4,1,2,1,1
"4758",3,4,4,5,2,3
"4759",11,10,7,6,7,10
"4760",2,4,2,3,3,3
"4763",8,5,6,8,5,7
"4766",5,4,6,5,5,4
"4767",9,12,12,10,9,10
"4769",2,1,2,2,1,1
"4771",3,2,1,3,1,3
"4772",12,13,12,10,9,9
"4773",3,1,1,1,3,1
"4776",6,4,3,4,3,4
"4777",11,17,10,13,11,17
"4779",12,9,6,10,4,6
"4780",2,3,5,1,5,3
"4781",9,11,11,13,15,16
"4783",3,4,3,6,6,5
"4786",8,9,6,6,7,8
"4787",12,16,14,12,13,15
"4789",4,4,2,2,2,4
"4790",11,9,10,8,8,11
"4791",7,7,5,7,2,5
"4792",3,3,2,4,3,3
"4793",4,5,6,8,9,7
"4794",4,5,2,5,4,6
"4797",4,5,3,1,3,6
"4798",1,1,1,1,1,1
"4800",9,10,8,9,12,7
"4801",7,5,7,5,6,6
"4802",4,3,4,3,3,3
"4805",3,5,4,4,5,7
"4806",5,8,7,5,7,8
"4807",4,5,8,4,4,5
"4808",21,17,17,15,15,17
"4809",4,4,2,4,1,1
"4810",4,6,7,5,7,7
"4811",11,14,10,11,16,15
"4812",3,1,2,1,2,2
"4817",5,5,3,3,3,2
"4818",6,3,4,5,3,3
"4821",7,8,7,10,10,8
"4822",20,19,18,16,15,16
"4824",1,1,2,5,2,3
"4825",5,6,3,7,5,5
"4826",1,1,1,2,2,1
"4827",6,9,8,10,6,7
"4830",4,3,5,5,5,5
"4833",1,5,1,8,3,4
"4834",2,5,4,5,2,2
"4835",4,5,5,4,5,5
"4837",4,4,4,3,5,3
"4838",8,16,14,10,12,14
"4839",9,10,8,8,7,9
"4840",6,6,5,5,5,7
"4841",16,11,12,9,15,12
"4842",11,12,8,11,10,14
"4843",5,5,2,3,5,4
"4844",4,6,4,4,3,7
"4845",7,5,5,5,5,6
"4846",1,5,3,5,1,5
"4847",19,20,21,18,18,20
"4851",3,7,6,5,4,7
"4852",9,8,6,6,6,6
"4853",8,10,8,7,6,11
"4855",7,5,5,5,5,10
"4856",17,15,14,20,14,13
"4858",5,7,8,8,8,8
"4859",3,1,1,2,2,2
"4860",2,3,3,2,3,4
"4862",21,25,24,22,17,20
"4864",2,5,1,3,2,3
"4865",35,32,33,34,32,33
"4867",1,1,1,1,2,1
"4868",3,4,4,2,3,4
"4869",2,6,9,5,4,4
"4870",4,6,3,7,6,2
"4871",21,26,18,25,18,18
"4872",14,14,14,9,6,11
"4873",50,40,31,41,30,37
"4874",8,6,6,2,7,7
"4878",10,14,13,13,10,8
"4879",22,19,15,18,17,14
"4881",9,13,15,9,13,12
"4882",4,6,1,2,4,3
"4884",3,4,5,6,4,4
"4885",7,8,8,11,10,6
"4886",13,9,10,11,10,9
"4887",2,5,1,4,2,4
"4889",6,7,6,5,6,4
"4890",2,1,2,2,0,2
"4892",5,5,7,4,5,5
"4893",6,6,8,6,4,6
"4899",14,18,14,18,14,16
"4901",1,1,1,3,3,3
"4903",9,9,8,9,7,8
"4904",2,3,1,3,3,3
"4905",12,11,9,8,7,11
"4906",3,2,1,2,3,1
"4908",2,1,1,2,3,1
"4910",1,1,1,1,3,1
"4911",8,5,7,6,6,7
"4912",2,3,2,1,2,2
"4913",7,10,3,7,6,9
